0.45;0.45
0.55;0.55
0.67;0.67
0.814;0.814
0.814;0.814
0.814;0.814
0.804;0.804
0.804;0.804
0.794;0.794
0.794;0.794
0.784;0.784
0.784;0.784
0.774;0.774
0.774;0.774
0.774;0.774
0.775;0.775
0.775;0.775
0.775;0.775
0.775;0.775
0.7749;0.7749
0.7749;0.7749
0.7749;0.7749
0.7749;0.7749
0.7748;0.7748
0.7748;0.7748
0.7748;0.7748
0.7748;0.7748
0.7747;0.7747
0.7747;0.7747
0.7747;0.7747
0.7747;0.7747
0.7747;0.7747
0.77471;0.77471
0.77471;0.77471
0.77471;0.77471
0.77471;0.77471
0.77471;0.77471
0.77472;0.77472
0.77472;0.77472
0.77472;0.77472
0.77472;0.77472
0.77472;0.77472
0.77472;0.77472
0.774719;0.774719
0.774719;0.774719
0.774719;0.774719
0.774719;0.774719
0.774719;0.774719
0.774719;0.774719
0.774718;0.774718
0.774718;0.774718
0.774718;0.774718
0.774718;0.774718
0.774718;0.774718
0.774718;0.774718
0.774717;0.774717
0.774717;0.774717
0.774717;0.774717
0.774717;0.774717
0.774717;0.774717
0.774717;0.774717
0.774716;0.774716
0.774716;0.774716
0.774716;0.774716
0.774716;0.774716
0.774716;0.774716
0.774716;0.774716
0.774716;0.774716
